Day of month	Flight Number	Tail Number	Destination airport	Airborne time (minutes)	Distance  (miles)
4	1016	N990DL	DTW	84	595
4	1855	N912DL	DTW	85	595
4	1048	N907DL	DTW	87	595
4	1200	N929DL	DTW	88	595
5	1140	N986DL	DTW	87	595
5	294	N928DL	DTW	88	595
5	488	N919DL	DTW	88	595
5	276	N957DL	DTW	89	595
5	1048	N935DL	DTW	90	595
5	1016	N986DL	DTW	93	595
5	1855	N996DL	DTW	93	595
5	1200	N979DL	DTW	95	595
6	294	N918DE	DTW	85	595
6	488	N924DL	DTW	86	595
6	1016	N957DL	DTW	88	595
6	1855	N994DL	DTW	89	595
6	1048	N960DL	DTW	91	595
6	1200	N997DL	DTW	95	595
6	276	N242WA	DTW	97	595
7	276	N993DL	DTW	83	595
7	488	N989DL	DTW	84	595
7	1016	N911DE	DTW	84	595
7	1048	N955DL	DTW	84	595
7	1140	N911DE	DTW	85	595
7	1855	N988DL	DTW	90	595
7	1200	N970DL	DTW	91	595
8	1855	N915DL	DTW	84	595
8	488	N909DE	DTW	87	595
8	1140	N916DE	DTW	87	595
8	294	N993DL	DTW	88	595
8	276	N970DL	DTW	89	595
8	1200	N901DL	DTW	90	595
8	1048	N969DL	DTW	92	595
8	1016	N916DE	DTW	97	595
9	1140	N919DE	DTW	81	595
9	294	N976DL	DTW	83	595
9	1855	N926DL	DTW	83	595
9	276	N901DL	DTW	84	595
9	488	N919DL	DTW	84	595
9	1048	N909DE	DTW	85	595
9	1016	N919DE	DTW	87	595
9	1200	N978DL	DTW	90	595
10	488	N970DL	DTW	81	595
10	1140	N982DL	DTW	83	595
10	1855	N998DL	DTW	84	595
10	276	N978DL	DTW	88	595
10	1016	N982DL	DTW	88	595
10	294	N980DL	DTW	89	595
10	1048	N977DL	DTW	89	595
10	1200	N932DL	DTW	106	595
11	488	N900DE	DTW	80	595
11	1048	N953DL	DTW	81	595
11	1855	N975DL	DTW	81	595
11	1016	N920DL	DTW	82	595
11	1140	N920DL	DTW	83	595
11	276	N916DE	DTW	84	595
11	294	N952DL	DTW	84	595
11	1200	N967DL	DTW	85	595
12	276	N967DL	DTW	80	595
12	1140	N940DL	DTW	80	595
12	1855	N980DL	DTW	81	595
12	488	N926DL	DTW	82	595
12	1016	N940DL	DTW	83	595
12	1200	N937DL	DTW	85	595
12	294	N966DL	DTW	86	595
12	1048	N920DE	DTW	87	595
13	1140	N982DL	DTW	80	595
13	1855	N912DE	DTW	83	595
13	488	N936DL	DTW	84	595
13	294	N948DL	DTW	85	595
13	1016	N982DL	DTW	86	595
13	1200	N964DL	DTW	89	595
13	276	N904DL	DTW	90	595
14	488	N953DL	DTW	78	595
14	1016	N985DL	DTW	78	595
14	276	N964DL	DTW	81	595
14	1855	N919DE	DTW	81	595
14	1048	N975DL	DTW	82	595
14	294	N917DE	DTW	83	595
14	1140	N985DL	DTW	85	595
14	1200	N912DE	DTW	94	595
15	294	N925DL	DTW	81	595
15	1140	N961DL	DTW	81	595
15	488	N949DL	DTW	87	595
15	1048	N915DE	DTW	88	595
15	1016	N934DL	DTW	91	595
15	276	N909DL	DTW	93	595
15	1200	N913DL	DTW	97	595
15	1855	N992DL	DTW	100	595
16	1140	N921DL	DTW	88	595
16	488	N952DL	DTW	91	595
16	1016	N921DL	DTW	92	595
16	276	N913DL	DTW	94	595
16	294	N922DL	DTW	94	595
16	1048	N964DL	DTW	96	595
16	1855	N962DL	DTW	98	595
16	1200	N996DL	DTW	106	595
17	488	N913DL	DTW	89	595
17	1140	N912DE	DTW	90	595
17	1855	N926DL	DTW	91	595
17	276	N996DL	DTW	92	595
17	1048	N924DL	DTW	92	595
17	1200	N985DL	DTW	92	595
17	1016	N912DE	DTW	95	595
17	294	N908DL	DTW	96	595
18	1855	N989DL	DTW	79	595
18	294	N998DL	DTW	80	595
18	1140	N916DE	DTW	81	595
18	276	N976DL	DTW	82	595
18	1200	N912DL	DTW	84	595
18	488	N927DA	DTW	88	595
18	1048	N972DL	DTW	90	595
18	1016	N931DL	DTW	93	595
19	488	N920DE	DTW	81	595
19	294	N993DL	DTW	83	595
19	1855	N988DL	DTW	85	595
19	1140	N994DL	DTW	87	595
19	1200	N902DL	DTW	93	595
19	276	N912DL	DTW	94	595
19	1016	N994DL	DTW	95	595
20	276	N924DL	DTW	83	595
20	488	N998DL	DTW	84	595
20	1855	N901DL	DTW	85	595
20	1016	N909DL	DTW	88	595
20	1048	N941DL	DTW	89	595
20	1140	N970DL	DTW	89	595
20	1200	N946DL	DTW	89	595
20	294	N903DL	DTW	95	595
21	294	N992DL	DTW	88	595
21	1140	N963DL	DTW	88	595
21	1016	N963DL	DTW	89	595
21	488	N964DL	DTW	90	595
21	276	N946DL	DTW	91	595
21	1855	N951DL	DTW	95	595
21	1200	N923DL	DTW	97	595
21	1048	N919DE	DTW	98	595
22	276	N923DL	DTW	85	595
22	488	N907DL	DTW	85	595
22	1140	N912DE	DTW	87	595
22	1016	N912DE	DTW	89	595
22	1048	N974DL	DTW	89	595
22	1855	N377DL	DTW	89	595
22	294	N911DE	DTW	90	595
22	1200	N902DE	DTW	98	595
23	488	N995DL	DTW	80	595
23	1140	N959DL	DTW	86	595
23	1855	N907DE	DTW	87	595
23	1048	N976DL	DTW	92	595
23	1200	N939DL	DTW	94	595
23	294	N921DL	DTW	96	595
23	276	N902DE	DTW	98	595
23	1016	N959DL	DTW	104	595
24	488	N991DL	DTW	86	595
24	1855	N986DL	DTW	87	595
24	294	N917DL	DTW	88	595
24	276	N939DL	DTW	89	595
24	1140	N920DE	DTW	91	595
24	1016	N903DE	DTW	92	595
24	1048	N901DL	DTW	93	595
24	1200	N972DL	DTW	94	595
25	488	N947DL	DTW	86	595
25	1016	N958DL	DTW	86	595
25	1140	N958DL	DTW	86	595
25	1048	N950DL	DTW	89	595
25	294	N939DL	DTW	90	595
25	276	N972DL	DTW	91	595
25	1855	N943DL	DTW	92	595
25	1200	N940DL	DTW	96	595
26	1855	N941DL	DTW	81	595
26	276	N940DL	DTW	82	595
26	294	N900DE	DTW	83	595
26	1140	N908DL	DTW	83	595
26	1200	N901DL	DTW	84	595
26	488	N905DL	DTW	88	595
26	1016	N908DL	DTW	91	595
26	1048	N954DL	DTW	93	595
27	488	N925DL	DTW	83	595
27	276	N901DL	DTW	84	595
27	294	N944DL	DTW	86	595
27	1016	N985DL	DTW	88	595
27	1140	N909DE	DTW	89	595
27	1048	N901DE	DTW	95	595
27	1200	N907DL	DTW	96	595
27	1855	N961DL	DTW	99	595
28	488	N944DL	DTW	83	595
28	1048	N958DL	DTW	84	595
28	1855	N911DE	DTW	85	595
28	294	N993DL	DTW	86	595
28	1016	N969DL	DTW	87	595
28	1200	N929DL	DTW	91	595
28	276	N907DL	DTW	95	595
29	488	N978DL	DTW	88	595
29	1016	N911DL	DTW	90	595
29	1140	N911DL	DTW	91	595
29	1855	N998DL	DTW	91	595
29	1048	N900DE	DTW	92	595
29	1200	N939DL	DTW	93	595
29	276	N929DL	DTW	94	595
29	294	N943DL	DTW	104	595
30	1140	N990DL	DTW	82	595
30	294	N980DL	DTW	83	595
30	276	N939DL	DTW	84	595
30	488	N904DL	DTW	84	595
30	1855	N965DL	DTW	86	595
30	1016	N903DE	DTW	88	595
30	1048	N968DL	DTW	94	595
30	1200	N947DL	DTW	94	595
31	488	N935DL	DTW	82	595
31	276	N941DL	DTW	85	595
31	1140	N906DL	DTW	85	595
31	294	N938DL	DTW	91	595
31	1016	N906DL	DTW	91	595
31	1855	N903DL	DTW	93	595
31	1048	N976DL	DTW	95	595
31	1200	N986DL	DTW	97	595
1	553	N927DA	ELP	179	1280
2	553	N904DL	ELP	178	1280
3	553	N912DL	ELP	174	1280
4	553	N942DL	ELP	172	1280
5	553	N994DL	ELP	179	1280
6	553	N988DL	ELP	174	1280
7	553	N915DL	ELP	168	1280
8	553	N926DL	ELP	168	1280
9	553	N907DL	ELP	169	1280
10	553	N910DE	ELP	166	1280
11	553	N980DL	ELP	184	1280
12	553	N912DE	ELP	185	1280
13	553	N919DE	ELP	198	1280
14	553	N992DL	ELP	170	1280
15	553	N962DL	ELP	182	1280
16	553	N919DE	ELP	178	1280
17	553	N989DL	ELP	185	1280
18	553	N902DL	ELP	177	1280
19	553	N903DE	ELP	189	1280
20	553	N922DL	ELP	178	1280
21	553	N916DL	ELP	180	1280
22	553	N907DE	ELP	186	1280
23	553	N918DE	ELP	190	1280
24	553	N943DL	ELP	183	1280
25	553	N941DL	ELP	171	1280
26	553	N980DL	ELP	177	1280
27	553	N911DE	ELP	176	1280
28	553	N918DL	ELP	181	1280
29	553	N965DL	ELP	170	1280
30	553	N903DL	ELP	186	1280
31	553	N902DL	ELP	182	1280
1	1476	N654DL	EWR	97	745
1	629	N959DL	EWR	100	745
1	872	N3763D	EWR	100	745
1	1023	N991DL	EWR	102	745
1	1702	N922DL	EWR	102	745
1	1109	N997DL	EWR	104	745
1	1262	N399DA	EWR	106	745
1	302	N965DL	EWR	108	745
1	320	N936DL	EWR	109	745
1	930	N997DL	EWR	110	745
1	1530	N393DA	EWR	110	745
1	1514	N969DL	EWR	111	745
2	1514	N961DL	EWR	87	745
2	872	N393DA	EWR	94	745
2	1530	N964DL	EWR	94	745
2	1702	N957DL	EWR	95	745
2	1476	N666DN	EWR	99	745
2	629	N965DL	EWR	100	745
2	930	N967DL	EWR	100	745
2	1262	N399DA	EWR	101	745
2	1109	N959DL	EWR	103	745
2	320	N987DL	EWR	107	745
3	1476	N667DN	EWR	92	745
3	1023	N959DL	EWR	95	745
3	320	N976DL	EWR	98	745
3	1109	N952DL	EWR	99	745
3	872	N3746H	EWR	101	745
3	1514	N979DL	EWR	101	745
3	1702	N919DE	EWR	102	745
3	1262	N3768	EWR	103	745
3	302	N981DL	EWR	104	745
3	930	N975DL	EWR	105	745
4	872	N3742C	EWR	95	745
4	302	N991DL	EWR	98	745
4	1702	N908DL	EWR	100	745
4	1476	N655DL	EWR	102	745
4	1023	N989DL	EWR	103	745
4	1514	N955DL	EWR	103	745
4	1109	N920DL	EWR	104	745
4	629	N917DE	EWR	106	745
4	320	N920DE	EWR	109	745
4	1262	N3731T	EWR	110	745
4	1530	N374DA	EWR	110	745
4	930	N953DL	EWR	114	745
5	1109	N996DL	EWR	94	745
5	1530	N389DA	EWR	94	745
5	629	N931DL	EWR	96	745
5	872	N391DA	EWR	96	745
5	1702	N912DE	EWR	96	745
5	1023	N947DL	EWR	97	745
5	1262	N3733Z	EWR	97	745
5	302	N907DE	EWR	99	745
5	1514	N901DL	EWR	99	745
5	1476	N663DN	EWR	100	745
5	320	N916DL	EWR	102	745
5	930	N960DL	EWR	118	745
6	1476	N632DL	EWR	99	745
6	1023	N990DL	EWR	103	745
6	1530	N3755D	EWR	103	745
6	872	N390DA	EWR	104	745
6	1514	N923DL	EWR	104	745
6	629	N915DL	EWR	105	745
6	1262	N3731T	EWR	105	745
6	320	N985DL	EWR	107	745
6	930	N751AT	EWR	107	745
6	302	N983DL	EWR	108	745
6	1109	N921DL	EWR	108	745
6	1702	N951DL	EWR	108	745
7	1514	N955DL	EWR	104	745
7	629	N946DL	EWR	105	745
7	1530	N3744D	EWR	105	745
7	872	N3755D	EWR	106	745
7	1702	N983DL	EWR	106	745
7	302	N990DL	EWR	107	745
7	1476	N671DN	EWR	107	745
7	1023	N975DL	EWR	108	745
7	1109	N977DL	EWR	109	745
7	320	N919DE	EWR	111	745
7	930	N959DL	EWR	113	745
7	1262	N395DN	EWR	119	745
8	629	N909DE	EWR	95	745
8	1476	N608DA	EWR	97	745
8	872	N3744D	EWR	98	745
8	1262	N3739	EWR	101	745
8	1514	N984DL	EWR	101	745
8	1702	N909DL	EWR	102	745
8	302	N963DL	EWR	105	745
8	320	N989DL	EWR	105	745
8	1109	N960DL	EWR	107	745
8	930	N968DL	EWR	108	745
8	1023	N957DL	EWR	109	745
8	1530	N3753	EWR	109	745
9	1702	N993DL	EWR	94	745
9	872	N3741S	EWR	96	745
9	1109	N981DL	EWR	98	745
9	1262	N398DA	EWR	99	745
9	1514	N972DL	EWR	99	745
9	629	N914DL	EWR	100	745
9	930	N986DL	EWR	102	745
9	1476	N601DL	EWR	104	745
9	1530	N37700	EWR	105	745
9	320	N998DL	EWR	108	745
10	1476	N659DL	EWR	89	745
10	1023	N919DE	EWR	93	745
10	872	N390DA	EWR	95	745
10	302	N930DL	EWR	98	745
10	1109	N923DL	EWR	98	745
10	320	N904DL	EWR	99	745
10	1530	N37700	EWR	99	745
10	1514	N937DL	EWR	100	745
10	1702	N972DL	EWR	102	745
10	1262	N395DN	EWR	104	745
10	930	N921DL	EWR	112	745
11	872	N37700	EWR	96	745
11	1023	N970DL	EWR	97	745
11	1476	N619DL	EWR	97	745
11	629	N919DL	EWR	100	745
11	1109	N997DL	EWR	100	745
11	1702	N932DL	EWR	100	745
11	1514	N912DE	EWR	107	745
11	930	N914DE	EWR	108	745
11	320	N934DL	EWR	109	745
11	302	N914DL	EWR	112	745
11	1262	N399DA	EWR	118	745
11	1530	N382DA	EWR	126	745
12	872	N382DA	EWR	96	745
12	1476	N657DL	EWR	96	745
12	1262	N3733Z	EWR	97	745
12	1702	N923DL	EWR	99	745
12	1023	N901DE	EWR	101	745
12	1514	N913DE	EWR	101	745
12	320	N910DL	EWR	102	745
12	302	N954DL	EWR	103	745
12	629	N974DL	EWR	103	745
12	1530	N3767	EWR	104	745
12	1109	N961DL	EWR	110	745
12	930	N952DL	EWR	132	745
13	1476	N669DN	EWR	94	745
13	1530	N3766	EWR	97	745
13	1702	N910DL	EWR	99	745
13	872	N3747D	EWR	100	745
13	1023	N956DL	EWR	100	745
13	1262	N396DA	EWR	100	745
13	1514	N902DL	EWR	100	745
13	629	N962DL	EWR	101	745
13	1109	N950DL	EWR	101	745
13	302	N912DL	EWR	105	745
13	320	N933DL	EWR	109	745
13	930	N928DL	EWR	109	745
14	872	N376DA	EWR	88	745
14	1262	N3733Z	EWR	91	745
14	1702	N970DL	EWR	91	745
14	1476	N638DL	EWR	92	745
14	1514	N996DL	EWR	92	745
14	1023	N988DL	EWR	93	745
14	629	N912DL	EWR	94	745
14	930	N908DE	EWR	98	745
14	302	N948DL	EWR	100	745
14	1109	N967DL	EWR	101	745
14	1530	N3745B	EWR	101	745
14	320	N937DL	EWR	102	745
15	1476	N613DL	EWR	92	745
15	629	N916DE	EWR	95	745
15	1023	N999DN	EWR	95	745
15	872	N376DA	EWR	96	745
15	1702	N913DE	EWR	100	745
15	1109	N997DL	EWR	101	745
15	1514	N943DL	EWR	108	745
15	1262	N3734B	EWR	116	745
15	1530	N391DA	EWR	123	745
15	930	N966DL	EWR	126	745
15	302	N932DL	EWR	136	745
16	872	N374DA	EWR	92	745
16	1702	N970DL	EWR	93	745
16	629	N936DL	EWR	94	745
16	1109	N929DL	EWR	94	745
16	1476	N752AT	EWR	94	745
16	930	N990DL	EWR	96	745
16	1514	N956DL	EWR	97	745
16	1530	N973DL	EWR	105	745
16	320	N311DL	EWR	108	745
16	1262	N398DA	EWR	108	745
17	872	N3746H	EWR	98	745
17	1476	N605DL	EWR	100	745
17	1023	N983DL	EWR	102	745
17	1514	N959DL	EWR	104	745
17	1530	N373DA	EWR	105	745
17	302	N918DE	EWR	107	745
17	320	N910DE	EWR	107	745
17	1109	N916DE	EWR	108	745
17	1702	N914DL	EWR	116	745
17	930	N979DL	EWR	118	745
18	872	N3731T	EWR	93	745
18	1702	N918DE	EWR	95	745
18	1476	N605DL	EWR	99	745
18	1514	N908DL	EWR	100	745
18	1262	N3752	EWR	101	745
18	1109	N921DL	EWR	103	745
18	302	N908DE	EWR	104	745
18	1023	N937DL	EWR	105	745
18	320	N917DE	EWR	107	745
18	629	N908DL	EWR	107	745
18	1530	N375DA	EWR	109	745
18	930	N964DL	EWR	110	745
19	930	N981DL	EWR	95	745
19	1514	N923DL	EWR	97	745
19	302	N998DL	EWR	98	745
19	1023	N966DL	EWR	103	745
19	1702	N902DL	EWR	104	745
19	629	N936DL	EWR	105	745
19	1476	N626DL	EWR	105	745
19	1262	N376DA	EWR	120	745
19	320	N919DL	EWR	128	745
19	872	N375DA	EWR	129	745
19	1109	N977DL	EWR	143	745
20	930	N903DE	EWR	94	745
20	1476	N672DL	EWR	95	745
20	872	N3759	EWR	97	745
20	629	N912DE	EWR	102	745
20	1023	N931DL	EWR	102	745
20	1514	N941DL	EWR	103	745
20	1702	N954DL	EWR	103	745
20	1530	N371DA	EWR	105	745
20	302	N902DE	EWR	107	745
20	320	N910DL	EWR	109	745
20	1109	N965DL	EWR	110	745
20	1262	N329DL	EWR	110	745
21	1476	N656DL	EWR	96	745
21	629	N953DL	EWR	98	745
21	1514	N982DL	EWR	100	745
21	1530	N378DA	EWR	100	745
21	302	N909DE	EWR	101	745
21	930	N901DL	EWR	101	745
21	872	N371DA	EWR	102	745
21	1702	N997DL	EWR	102	745
21	320	N916DL	EWR	105	745
21	1023	N994DL	EWR	107	745
21	1109	N913DL	EWR	109	745
21	1262	N3732J	EWR	113	745
22	872	N378DA	EWR	104	745
22	1476	N671DN	EWR	104	745
22	1702	N942DL	EWR	104	745
22	1023	N970DL	EWR	105	745
22	1262	N3738B	EWR	109	745
22	302	N996DL	EWR	110	745
22	320	N955DL	EWR	110	745
22	1109	N918DE	EWR	110	745
22	1514	N917DL	EWR	110	745
22	629	N930DL	EWR	111	745
22	930	N916DL	EWR	119	745
23	872	N3753	EWR	94	745
23	1702	N985DL	EWR	96	745
23	930	N988DL	EWR	98	745
23	1514	N940DL	EWR	99	745
23	1530	N979DL	EWR	99	745
23	1109	N951DL	EWR	103	745
23	629	N930DL	EWR	104	745
23	320	N911DE	EWR	105	745
23	1476	N662DN	EWR	105	745
23	1262	N3737C	EWR	106	745
24	1476	N132DN	EWR	92	745
24	1109	N930DL	EWR	98	745
24	872	N372DA	EWR	101	745
24	1023	N982DL	EWR	102	745
24	1262	N3732J	EWR	104	745
24	1702	N914DE	EWR	106	745
24	302	N953DL	EWR	107	745
24	930	N935DL	EWR	107	745
24	1514	N901DL	EWR	107	745
24	320	N964DL	EWR	113	745
24	1530	N3757D	EWR	113	745
25	872	N3757D	EWR	100	745
25	1476	N618DL	EWR	100	745
25	629	N980DL	EWR	101	745
25	1262	N399DA	EWR	101	745
25	1023	N921DL	EWR	102	745
25	1109	N903DL	EWR	103	745
25	302	N998DL	EWR	105	745
25	320	N904DL	EWR	105	745
25	930	N903DE	EWR	105	745
25	1514	N944DL	EWR	105	745
25	1702	N916DE	EWR	105	745
25	1530	N387DA	EWR	112	745
26	1109	N933DL	EWR	98	745
26	1023	N983DL	EWR	99	745
26	629	N948DL	EWR	102	745
26	302	N973DL	EWR	103	745
26	320	N931DL	EWR	103	745
26	1476	N652DL	EWR	103	745
26	1530	N3760C	EWR	103	745
26	1514	N928DL	EWR	104	745
26	1702	N983DL	EWR	104	745
26	872	N387DA	EWR	106	745
26	930	N970DL	EWR	106	745
26	1262	N3737C	EWR	108	745
27	872	N3755D	EWR	99	745
27	1476	N652DL	EWR	100	745
27	1514	N916DE	EWR	100	745
27	629	N918DL	EWR	101	745
27	1702	N983DL	EWR	101	745
27	1023	N999DN	EWR	102	745
27	930	N981DL	EWR	104	745
27	1109	N964DL	EWR	104	745
27	320	N923DL	EWR	107	745
27	302	N998DL	EWR	109	745
27	1262	N3731T	EWR	114	745
27	1530	N371DA	EWR	120	745
28	872	N371DA	EWR	96	745
28	1514	N910DE	EWR	97	745
28	1702	N993DL	EWR	99	745
28	930	N947DL	EWR	100	745
28	1023	N982DL	EWR	102	745
28	320	N910DL	EWR	103	745
28	1109	N912DE	EWR	103	745
28	1476	N636DL	EWR	103	745
28	629	N998DL	EWR	104	745
28	1262	N3738B	EWR	106	745
28	1530	N3741S	EWR	107	745
28	302	N995DL	EWR	112	745
29	872	N3768	EWR	102	745
29	320	N924DL	EWR	105	745
29	1023	N985DL	EWR	105	745
29	1262	N377DA	EWR	105	745
29	1476	N680DA	EWR	105	745
29	629	N902DL	EWR	106	745
29	302	N904DL	EWR	109	745
29	1702	N905DE	EWR	109	745
29	1530	N680DA	EWR	110	745
29	930	N920DE	EWR	112	745
29	1514	N986DL	EWR	112	745
30	872	N3743H	EWR	95	745
30	1476	N663DN	EWR	103	745
30	320	N908DL	EWR	107	745
30	629	N919DL	EWR	107	745
30	1702	N950DL	EWR	109	745
30	1514	N924DL	EWR	111	745
30	1109	N906DL	EWR	114	745
30	1262	N3743H	EWR	115	745
30	930	N901DE	EWR	125	745
31	872	N372DA	EWR	95	745
31	1023	N910DL	EWR	99	745
31	1476	N623DL	EWR	99	745
31	930	N942DL	EWR	100	745
31	1702	N996DL	EWR	101	745
31	302	N914DL	EWR	102	745
31	1262	N3732J	EWR	102	745
31	320	N927DA	EWR	104	745
31	1514	N988DL	EWR	104	745
31	1109	N910DE	EWR	108	745
1	855	N826MH	FLL	72	582
1	1153	N613DL	FLL	73	582
1	1017	N171DZ	FLL	78	582
1	1510	N178DZ	FLL	78	582
1	877	N829MH	FLL	79	582
1	707	N172DZ	FLL	80	582
1	371	N124DE	FLL	81	582
1	1127	N828MH	FLL	81	582
1	414	N826MH	FLL	82	582
1	807	N177DZ	FLL	83	582
1	1887	N129DL	FLL	84	582
2	1153	N640DL	FLL	72	582
2	877	N841MH	FLL	78	582
2	1017	N172DZ	FLL	78	582
2	855	N825MH	FLL	79	582
2	414	N835MH	FLL	80	582
2	707	N117DL	FLL	80	582
2	1127	N832MH	FLL	80	582
2	1510	N129DL	FLL	80	582
2	1887	N666DN	FLL	80	582
2	371	N607DL	FLL	81	582
2	807	N128DL	FLL	81	582
3	855	N841MH	FLL	70	582
3	1153	N133DN	FLL	73	582
3	414	N838MH	FLL	78	582
3	1510	N126DL	FLL	79	582
3	371	N834MH	FLL	80	582
3	877	N609DL	FLL	80	582
3	1017	N136DL	FLL	80	582
3	807	N118DL	FLL	81	582
3	707	N135DL	FLL	82	582
3	1127	N833MH	FLL	85	582
3	1887	N129DL	FLL	86	582
4	1153	N668DN	FLL	72	582
4	807	N123DN	FLL	78	582
4	855	N825MH	FLL	78	582
4	371	N172DZ	FLL	79	582
4	877	N827MH	FLL	79	582
4	1017	N171DZ	FLL	80	582
4	1127	N826MH	FLL	80	582
4	1510	N129DL	FLL	80	582
4	1887	N123DN	FLL	80	582
4	414	N830MH	FLL	81	582
4	707	N174DZ	FLL	82	582
5	1153	N133DN	FLL	73	582
5	855	N829MH	FLL	75	582
5	414	N834MH	FLL	76	582
5	1017	N174DZ	FLL	78	582
5	1127	N845MH	FLL	78	582
5	1510	N123DN	FLL	78	582
5	1887	N120DL	FLL	78	582
5	877	N833MH	FLL	79	582
5	371	N613DL	FLL	80	582
5	807	N127DL	FLL	82	582
5	707	N136DL	FLL	83	582
6	371	N607DL	FLL	77	582
6	1153	N123DN	FLL	77	582
6	807	N123DN	FLL	78	582
6	707	N137DL	FLL	79	582
6	855	N835MH	FLL	79	582
6	877	N831MH	FLL	79	582
6	1017	N136DL	FLL	79	582
6	1510	N120DL	FLL	79	582
6	1887	N133DN	FLL	79	582
6	414	N836MH	FLL	81	582
6	1127	N829MH	FLL	82	582
6	2089	N643DL	FLL	86	582
7	855	N836MH	FLL	71	582
7	1153	N134DL	FLL	74	582
7	807	N120DL	FLL	77	582
7	1127	N840MH	FLL	77	582
7	371	N657DL	FLL	78	582
7	414	N825MH	FLL	78	582
7	877	N832MH	FLL	78	582
7	1017	N128DL	FLL	79	582
7	1887	N119DL	FLL	79	582
7	707	N127DL	FLL	84	582
7	1510	N130DL	FLL	94	582
8	1153	N133DN	FLL	74	582
8	414	N827MH	FLL	77	582
8	807	N130DL	FLL	77	582
8	1017	N134DL	FLL	78	582
8	1127	N837MH	FLL	78	582
8	855	N825MH	FLL	79	582
8	1510	N132DN	FLL	79	582
8	1887	N127DL	FLL	79	582
8	371	N640DL	FLL	80	582
8	707	N127DL	FLL	83	582
8	877	N845MH	FLL	83	582
9	1153	N140LL	FLL	73	582
9	855	N831MH	FLL	76	582
9	414	N831MH	FLL	77	582
9	1017	N1402A	FLL	77	582
9	1127	N835MH	FLL	77	582
9	1510	N134DL	FLL	79	582
9	707	N130DL	FLL	80	582
9	1887	N130DL	FLL	80	582
9	807	N132DN	FLL	81	582
9	877	N832MH	FLL	81	582
9	371	N602DL	FLL	82	582
10	1153	N118DL	FLL	72	582
10	1017	N178DZ	FLL	76	582
10	877	N834MH	FLL	77	582
10	855	N841MH	FLL	78	582
10	1127	N831MH	FLL	79	582
10	807	N139DL	FLL	80	582
10	1887	N131DN	FLL	80	582
10	371	N663DN	FLL	82	582
10	414	N839MH	FLL	82	582
10	1510	N132DN	FLL	82	582
10	707	N131DN	FLL	84	582
11	1153	N140LL	FLL	73	582
11	855	N825MH	FLL	75	582
11	414	N825MH	FLL	76	582
11	371	N658DL	FLL	78	582
11	877	N829MH	FLL	78	582
11	1017	N131DN	FLL	78	582
11	1127	N845MH	FLL	78	582
11	707	N176DZ	FLL	79	582
11	1510	N175DZ	FLL	80	582
11	807	N144DA	FLL	81	582
11	1887	N144DA	FLL	90	582
12	1153	N143DA	FLL	71	582
12	855	N832MH	FLL	76	582
12	1017	N172DZ	FLL	76	582
12	1127	N836MH	FLL	76	582
12	1887	N144DA	FLL	76	582
12	371	N665DN	FLL	77	582
12	707	N144DA	FLL	78	582
12	877	N838MH	FLL	78	582
12	1510	N126DL	FLL	78	582
12	414	N828MH	FLL	79	582
12	807	N120DL	FLL	86	582
13	855	N827MH	FLL	74	582
13	1153	N137DL	FLL	77	582
13	2089	N651DL	FLL	80	582
13	877	N837MH	FLL	81	582
13	1510	N126DL	FLL	81	582
13	371	N642DL	FLL	82	582
13	414	N826MH	FLL	82	582
13	1127	N841MH	FLL	82	582
13	1887	N178DZ	FLL	82	582
13	707	N178DZ	FLL	83	582
13	1017	N133DN	FLL	83	582
13	807	N178DZ	FLL	86	582
14	1153	N126DL	FLL	77	582
14	855	N830MH	FLL	80	582
14	1017	N1402A	FLL	80	582
14	1127	N828MH	FLL	80	582
14	1887	N135DL	FLL	80	582
14	414	N829MH	FLL	81	582
14	807	N127DL	FLL	81	582
14	877	N835MH	FLL	82	582
14	707	N135DL	FLL	83	582
14	371	N611DL	FLL	84	582
14	1510	N171DZ	FLL	84	582
15	1153	N175DZ	FLL	75	582
15	877	N831MH	FLL	79	582
15	371	N137DL	FLL	80	582
15	1017	N1402A	FLL	80	582
15	414	N838MH	FLL	81	582
15	855	N838MH	FLL	81	582
15	707	N133DN	FLL	85	582
15	1510	N138DL	FLL	86	582
15	807	N173DZ	FLL	88	582
15	1887	N133DN	FLL	91	582
15	1127	N832MH	FLL	96	582
16	1153	N655DL	FLL	75	582
16	855	N826MH	FLL	77	582
16	877	N828MH	FLL	77	582
16	414	N837MH	FLL	78	582
16	1887	N116DL	FLL	79	582
16	371	N123DN	FLL	80	582
16	1017	N123DN	FLL	80	582
16	1127	N832MH	FLL	80	582
16	707	N110DL	FLL	81	582
16	1510	N136DL	FLL	82	582
16	807	N175DZ	FLL	92	582
17	1153	N177DZ	FLL	68	582
17	855	N840MH	FLL	73	582
17	707	N124DE	FLL	77	582
17	877	N844MH	FLL	78	582
17	1127	N830MH	FLL	78	582
17	1887	N177DZ	FLL	78	582
17	371	N689DL	FLL	79	582
17	807	N136DL	FLL	80	582
17	1510	N116DL	FLL	80	582
17	1017	N135DL	FLL	81	582
17	414	N835MH	FLL	82	582
18	1153	N660DL	FLL	71	582
18	707	N127DL	FLL	76	582
18	855	N843MH	FLL	76	582
18	807	N127DL	FLL	78	582
18	1127	N835MH	FLL	78	582
18	1510	N132DN	FLL	79	582
18	371	N140LL	FLL	80	582
18	1017	N175DZ	FLL	80	582
