Day of month	Flight Number	Tail Number	Destination airport	Airborne time (minutes)	Distance  (miles)
12	1509	N128DL	RSW	68	516
12	1276	N654DL	RSW	69	516
12	499	N928DL	RSW	70	516
12	1430	N900DE	RSW	70	516
12	1614	N921DL	RSW	70	516
12	1220	N108DL	RSW	71	516
12	487	N934DL	RSW	73	516
12	1791	N926DL	RSW	73	516
13	917	N110DL	RSW	66	516
13	1276	N655DL	RSW	66	516
13	487	N988DL	RSW	69	516
13	1614	N923DL	RSW	71	516
13	1220	N139DL	RSW	72	516
13	1430	N907DL	RSW	72	516
13	499	N920DE	RSW	75	516
13	1509	N116DL	RSW	75	516
13	1791	N936DL	RSW	77	516
14	1614	N938DL	RSW	70	516
14	1276	N675DL	RSW	71	516
14	1509	N124DE	RSW	71	516
14	1220	N115DA	RSW	72	516
14	487	N933DL	RSW	75	516
14	917	N104DA	RSW	75	516
14	1430	N941DL	RSW	75	516
14	499	N920DL	RSW	76	516
14	1791	N953DL	RSW	78	516
15	1220	N124DE	RSW	68	516
15	917	N106DA	RSW	69	516
15	487	N937DL	RSW	70	516
15	1430	N909DE	RSW	70	516
15	1509	N136DL	RSW	70	516
15	1276	N682DA	RSW	71	516
15	1791	N949DL	RSW	76	516
15	499	N976DL	RSW	77	516
15	1614	N935DL	RSW	78	516
16	1791	N952DL	RSW	68	516
16	487	N978DL	RSW	69	516
16	499	N907DL	RSW	69	516
16	1509	N171DZ	RSW	69	516
16	917	N642DL	RSW	70	516
16	1430	N930DL	RSW	70	516
16	1614	N908DE	RSW	70	516
16	1220	N114DL	RSW	71	516
16	1276	N682DA	RSW	72	516
17	917	N681DA	RSW	64	516
17	1220	N106DA	RSW	66	516
17	1276	N603DL	RSW	68	516
17	1791	N913DL	RSW	68	516
17	487	N955DL	RSW	69	516
17	1509	N178DZ	RSW	69	516
17	499	N905DL	RSW	70	516
17	1430	N928DL	RSW	70	516
17	1614	N941DL	RSW	71	516
18	1220	N173DZ	RSW	69	516
18	1430	N960DL	RSW	69	516
18	1509	N1402A	RSW	69	516
18	917	N104DA	RSW	70	516
18	1614	N982DL	RSW	70	516
18	1791	N927DA	RSW	70	516
18	1276	N657DL	RSW	71	516
18	499	N995DL	RSW	73	516
18	487	N958DL	RSW	74	516
19	1509	N130DL	RSW	65	516
19	917	N102DA	RSW	66	516
19	1220	N111DN	RSW	69	516
19	1276	N665DN	RSW	69	516
19	499	N982DL	RSW	70	516
19	487	N917DE	RSW	71	516
19	1430	N932DL	RSW	71	516
19	1614	N996DL	RSW	73	516
19	1791	N920DE	RSW	73	516
20	917	N110DL	RSW	65	516
20	1276	N627DL	RSW	66	516
20	1220	N134DL	RSW	67	516
20	1430	N999DN	RSW	67	516
20	487	N919DL	RSW	68	516
20	1614	N926DL	RSW	68	516
20	499	N661DN	RSW	71	516
20	1791	N998DL	RSW	72	516
20	1509	N136DL	RSW	74	516
21	917	N101DA	RSW	63	516
21	1220	N178DZ	RSW	64	516
21	1430	N962DL	RSW	64	516
21	1614	N965DL	RSW	66	516
21	499	N942DL	RSW	67	516
21	1791	N964DL	RSW	67	516
21	487	N999DN	RSW	68	516
21	1276	N632DL	RSW	70	516
21	1509	N121DE	RSW	71	516
22	917	N110DL	RSW	65	516
22	1614	N925DL	RSW	65	516
22	1220	N138DL	RSW	66	516
22	1276	N637DL	RSW	66	516
22	1430	N955DL	RSW	66	516
22	499	N914DE	RSW	67	516
22	1509	N140LL	RSW	67	516
22	1791	N907DL	RSW	67	516
22	487	N918DL	RSW	68	516
23	917	N619DL	RSW	67	516
23	1614	N909DE	RSW	68	516
23	487	N912DL	RSW	69	516
23	499	N920DE	RSW	69	516
23	1276	N688DL	RSW	69	516
23	1430	N935DL	RSW	70	516
23	1509	N135DL	RSW	70	516
23	1791	N953DL	RSW	70	516
23	1220	N105DA	RSW	71	516
24	917	N752AT	RSW	65	516
24	1276	N625DL	RSW	66	516
24	487	N911DL	RSW	67	516
24	1220	N103DA	RSW	67	516
24	1430	N949DL	RSW	67	516
24	1509	N176DZ	RSW	67	516
24	1791	N966DL	RSW	68	516
24	1614	N924DL	RSW	69	516
24	499	N955DL	RSW	70	516
25	1509	N128DL	RSW	64	516
25	1430	N969DL	RSW	65	516
25	487	N902DL	RSW	66	516
25	1220	N130DL	RSW	66	516
25	1276	N617DL	RSW	66	516
25	1791	N947DL	RSW	67	516
25	499	N952DL	RSW	70	516
25	917	N112DL	RSW	70	516
25	1614	N914DE	RSW	70	516
26	1509	N144DA	RSW	66	516
26	1430	N942DL	RSW	67	516
26	1220	N106DA	RSW	68	516
26	1791	N905DL	RSW	68	516
26	487	N904DL	RSW	69	516
26	917	N102DA	RSW	69	516
26	499	N907DL	RSW	70	516
26	1276	N633DL	RSW	70	516
26	1614	N932DL	RSW	70	516
27	1276	N674DL	RSW	67	516
27	1220	N104DA	RSW	68	516
27	1430	N914DE	RSW	68	516
27	1509	N137DL	RSW	68	516
27	487	N969DL	RSW	69	516
27	499	N990DL	RSW	69	516
27	917	N114DL	RSW	69	516
27	1791	N956DL	RSW	70	516
27	1614	N925DL	RSW	71	516
28	1509	N131DN	RSW	66	516
28	917	N103DA	RSW	68	516
28	1220	N114DL	RSW	68	516
28	1430	N935DL	RSW	68	516
28	1276	N606DL	RSW	69	516
28	1614	N908DL	RSW	69	516
28	499	N966DL	RSW	70	516
28	1791	N944DL	RSW	71	516
28	487	N933DL	RSW	74	516
29	1791	N978DL	RSW	67	516
29	487	N935DL	RSW	68	516
29	1509	N118DL	RSW	68	516
29	917	N108DL	RSW	69	516
29	1220	N110DL	RSW	69	516
29	1430	N967DL	RSW	69	516
29	499	N901DL	RSW	70	516
29	1614	N981DL	RSW	70	516
29	1276	N634DL	RSW	73	516
30	917	N112DL	RSW	69	516
30	1220	N130DL	RSW	69	516
30	1509	N172DZ	RSW	69	516
30	487	N975DL	RSW	70	516
30	499	N912DL	RSW	70	516
30	1430	N964DL	RSW	70	516
30	1276	N618DL	RSW	71	516
30	1791	N904DL	RSW	72	516
30	1614	N946DL	RSW	73	516
31	1614	N924DL	RSW	66	516
31	487	N910DL	RSW	72	516
31	917	N670DN	RSW	72	516
31	1220	N115DA	RSW	72	516
31	1791	N935DL	RSW	72	516
31	499	N943DL	RSW	73	516
31	1430	N979DL	RSW	73	516
31	1276	N625DL	RSW	74	516
31	1509	N130DL	RSW	74	516
1	1273	N1402A	SAN	260	1888
1	215	N751AT	SAN	262	1888
1	783	N375DA	SAN	262	1888
1	1793	N3752	SAN	263	1888
1	277	N606DL	SAN	268	1888
2	215	N663DN	SAN	257	1888
2	783	N3757D	SAN	259	1888
2	1273	N134DL	SAN	262	1888
2	1793	N3759	SAN	265	1888
2	277	N377DA	SAN	269	1888
3	1273	N177DZ	SAN	250	1888
3	215	N751AT	SAN	255	1888
3	277	N128DL	SAN	257	1888
3	783	N373DA	SAN	258	1888
3	1793	N3760C	SAN	266	1888
4	1273	N121DE	SAN	249	1888
4	1793	N3753	SAN	249	1888
4	215	N752AT	SAN	253	1888
4	277	N669DN	SAN	257	1888
4	783	N379DA	SAN	257	1888
5	215	N623DL	SAN	245	1888
5	277	N178DZ	SAN	246	1888
5	1273	N130DL	SAN	246	1888
5	783	N3756	SAN	253	1888
5	1793	N384DA	SAN	265	1888
6	1273	N117DL	SAN	236	1888
6	277	N135DL	SAN	240	1888
6	215	N616DL	SAN	243	1888
6	783	N3750D	SAN	249	1888
6	1793	N3763D	SAN	251	1888
7	277	N172DZ	SAN	240	1888
7	1273	N171DZ	SAN	240	1888
7	215	N609DL	SAN	245	1888
7	1793	N3750D	SAN	246	1888
7	783	N386DA	SAN	249	1888
8	215	N677DL	SAN	235	1888
8	783	N3765	SAN	236	1888
8	277	N129DL	SAN	237	1888
8	1273	N175DZ	SAN	241	1888
8	1793	N3758Y	SAN	246	1888
9	1793	N3745B	SAN	239	1888
9	783	N3748Y	SAN	240	1888
9	277	N138DL	SAN	242	1888
9	1273	N173DZ	SAN	242	1888
9	215	N655DL	SAN	246	1888
10	1273	N116DL	SAN	234	1888
10	277	N140LL	SAN	236	1888
10	215	N612DL	SAN	238	1888
10	1793	N3752	SAN	238	1888
10	783	N392DA	SAN	239	1888
11	1793	N3742C	SAN	241	1888
11	277	N102DA	SAN	242	1888
11	783	N374DA	SAN	242	1888
11	215	N677DL	SAN	243	1888
11	1273	N116DL	SAN	248	1888
12	1273	N130DL	SAN	245	1888
12	277	N177DZ	SAN	251	1888
12	215	N751AT	SAN	252	1888
12	1793	N3752	SAN	252	1888
12	783	N372DA	SAN	265	1888
13	277	N900PC	SAN	248	1888
13	783	N378DA	SAN	248	1888
13	1793	N3751B	SAN	248	1888
13	1273	N136DL	SAN	253	1888
13	215	N673DL	SAN	260	1888
14	277	N682DA	SAN	232	1888
14	783	N386DA	SAN	233	1888
14	1793	N3769L	SAN	234	1888
14	1273	N128DL	SAN	235	1888
14	215	N751AT	SAN	238	1888
15	1793	N379DA	SAN	250	1888
15	215	N140LL	SAN	251	1888
15	1273	N178DZ	SAN	252	1888
15	277	N109DL	SAN	255	1888
15	783	N3750D	SAN	255	1888
16	277	N131DN	SAN	253	1888
16	215	N652DL	SAN	254	1888
16	783	N385DN	SAN	260	1888
16	1273	N120DL	SAN	260	1888
16	1793	N3771K	SAN	261	1888
17	215	N130DL	SAN	260	1888
17	277	N127DL	SAN	264	1888
17	1793	N3758Y	SAN	271	1888
17	783	N3745B	SAN	273	1888
18	1273	N137DL	SAN	247	1888
18	215	N617DL	SAN	249	1888
18	783	N392DA	SAN	257	1888
18	277	N120DL	SAN	262	1888
18	1793	N3749D	SAN	266	1888
19	1273	N138DL	SAN	254	1888
19	215	N752AT	SAN	258	1888
19	1793	N3760C	SAN	267	1888
19	277	N173DZ	SAN	285	1888
19	783	N387DA	SAN	287	1888
20	1273	N140LL	SAN	253	1888
20	215	N689DL	SAN	262	1888
20	783	N3751B	SAN	280	1888
20	1793	N3741S	SAN	290	1888
20	277	N683DA	SAN	298	1888
21	1793	N3767	SAN	251	1888
21	215	N116DL	SAN	258	1888
21	1273	N117DL	SAN	258	1888
21	783	N3748Y	SAN	259	1888
21	277	N640DL	SAN	261	1888
22	215	N683DA	SAN	256	1888
22	277	N126DL	SAN	262	1888
22	1793	N3745B	SAN	263	1888
22	783	N3765	SAN	264	1888
22	1273	N176DZ	SAN	271	1888
23	783	N3762Y	SAN	250	1888
23	1273	N178DZ	SAN	254	1888
23	1793	N381DA	SAN	258	1888
23	277	N133DN	SAN	261	1888
23	215	N604DL	SAN	263	1888
24	1273	N1402A	SAN	251	1888
24	215	N174DZ	SAN	259	1888
24	783	N374DA	SAN	259	1888
24	277	N144DA	SAN	260	1888
24	1793	N3744D	SAN	260	1888
25	1273	N137DL	SAN	253	1888
25	277	N171DZ	SAN	256	1888
25	783	N377DA	SAN	258	1888
25	215	N683DA	SAN	260	1888
25	1793	N3762Y	SAN	260	1888
26	1273	N124DE	SAN	254	1888
26	277	N131DN	SAN	256	1888
26	783	N376DA	SAN	259	1888
26	1793	N384DA	SAN	263	1888
26	215	N671DN	SAN	264	1888
27	215	N1402A	SAN	251	1888
27	783	N3755D	SAN	253	1888
27	1273	N174DZ	SAN	258	1888
27	277	N121DE	SAN	269	1888
27	1793	N3745B	SAN	271	1888
28	1273	N144DA	SAN	248	1888
28	277	N124DE	SAN	250	1888
28	783	N376DA	SAN	255	1888
28	215	N116DL	SAN	258	1888
28	1793	N388DA	SAN	265	1888
29	215	N171DZ	SAN	249	1888
29	1273	N619DL	SAN	253	1888
29	783	N386DA	SAN	258	1888
29	277	N601DL	SAN	260	1888
29	1793	N389DA	SAN	261	1888
30	215	N688DL	SAN	254	1888
30	1793	N3745B	SAN	258	1888
30	277	N655DL	SAN	261	1888
30	783	N377DA	SAN	263	1888
30	1273	N119DL	SAN	265	1888
31	783	N391DA	SAN	248	1888
31	1793	N3756	SAN	249	1888
31	277	N129DL	SAN	251	1888
31	215	N615DL	SAN	253	1888
1	1015	N992DL	SAT	122	873
1	1028	N382DL	SAT	124	873
1	1817	N378DL	SAT	125	873
1	1197	N908DE	SAT	126	873
1	620	N313DL	SAT	128	873
1	1495	N327DL	SAT	129	873
1	1061	N242WA	SAT	135	873
2	620	N237WA	SAT	121	873
2	1028	N237WA	SAT	123	873
2	1061	N375DL	SAT	126	873
2	1197	N938DL	SAT	127	873
2	1495	N308DL	SAT	133	873
2	1817	N244WA	SAT	133	873
3	1028	N316DL	SAT	122	873
3	1817	N243WA	SAT	123	873
3	1015	N920DL	SAT	124	873
3	1061	N306DL	SAT	125	873
3	1197	N900DE	SAT	127	873
3	620	N316DL	SAT	128	873
3	1495	N382DL	SAT	155	873
4	1015	N980DL	SAT	119	873
4	1197	N971DL	SAT	122	873
4	620	N322DL	SAT	124	873
4	1061	N308DL	SAT	125	873
4	1817	N315DL	SAT	125	873
4	1028	N322DL	SAT	127	873
4	1495	N326DL	SAT	128	873
5	1015	N944DL	SAT	116	873
5	620	N312DL	SAT	118	873
5	1817	N313DL	SAT	118	873
5	1061	N378DL	SAT	119	873
5	1028	N312DL	SAT	120	873
5	1197	N959DL	SAT	121	873
5	1495	N307DL	SAT	124	873
6	1028	N325DL	SAT	115	873
6	1015	N938DL	SAT	118	873
6	620	N320DL	SAT	121	873
6	1061	N334DL	SAT	121	873
6	1197	N911DE	SAT	122	873
6	1817	N303DL	SAT	125	873
6	1495	N326DL	SAT	130	873
7	1495	N321DL	SAT	121	873
7	620	N374DL	SAT	122	873
7	1015	N945DL	SAT	124	873
7	1028	N374DL	SAT	124	873
7	1061	N237WA	SAT	125	873
7	1197	N913DE	SAT	125	873
7	1817	N309DL	SAT	125	873
8	1015	N946DL	SAT	118	873
8	620	N375DL	SAT	120	873
8	1028	N317DL	SAT	120	873
8	1061	N379DL	SAT	123	873
8	1495	N380DL	SAT	125	873
8	1817	N308DL	SAT	129	873
8	1197	N964DL	SAT	131	873
9	620	N378DL	SAT	126	873
9	1495	N382DL	SAT	128	873
9	1197	N941DL	SAT	129	873
9	1061	N305DL	SAT	130	873
9	1028	N378DL	SAT	133	873
9	1817	N242WA	SAT	137	873
10	1028	N243WA	SAT	123	873
10	1197	N991DL	SAT	123	873
10	1495	N324DL	SAT	123	873
10	1817	N316DL	SAT	123	873
10	620	N376DL	SAT	125	873
10	1015	N991DL	SAT	125	873
10	1061	N313DL	SAT	125	873
11	1028	N379DL	SAT	125	873
11	1495	N331DL	SAT	125	873
11	1197	N940DL	SAT	126	873
11	1817	N237WA	SAT	130	873
11	1015	N907DE	SAT	131	873
11	1061	N381DL	SAT	131	873
11	620	N322DL	SAT	132	873
12	1061	N238WA	SAT	129	873
12	1197	N920DL	SAT	130	873
12	1495	N377DL	SAT	130	873
12	620	N309DL	SAT	132	873
12	1028	N309DL	SAT	132	873
12	1817	N306DL	SAT	133	873
12	1015	N907DE	SAT	135	873
13	1061	N316DL	SAT	129	873
13	620	N305DL	SAT	131	873
13	1028	N382DL	SAT	133	873
13	1495	N307DL	SAT	134	873
13	1015	N901DL	SAT	138	873
13	1817	N243WA	SAT	144	873
13	1197	N931DL	SAT	150	873
14	1015	N995DL	SAT	129	873
14	1028	N376DL	SAT	129	873
14	1817	N236WA	SAT	133	873
14	1061	N315DL	SAT	137	873
14	1197	N908DE	SAT	137	873
14	1495	N243WA	SAT	142	873
14	620	N376DL	SAT	144	873
15	1197	N904DL	SAT	121	873
15	1015	N904DL	SAT	124	873
15	620	N313DL	SAT	125	873
15	1028	N313DL	SAT	127	873
15	1495	N318DL	SAT	128	873
15	1817	N373DL	SAT	132	873
15	1061	N309DL	SAT	134	873
16	1028	N307DL	SAT	123	873
16	620	N307DL	SAT	125	873
16	1197	N997DL	SAT	126	873
16	1495	N379DL	SAT	127	873
16	1817	N319DL	SAT	129	873
16	1061	N306DL	SAT	130	873
17	1197	N957DL	SAT	123	873
17	1495	N310DA	SAT	123	873
17	620	N329DL	SAT	126	873
17	1028	N239WA	SAT	126	873
17	1015	N935DL	SAT	127	873
17	1061	N245WA	SAT	127	873
17	1817	N334DL	SAT	127	873
18	1015	N971DL	SAT	122	873
18	1028	N309DL	SAT	128	873
18	620	N309DL	SAT	129	873
18	1197	N997DL	SAT	129	873
18	1061	N376DL	SAT	130	873
18	1495	N331DL	SAT	130	873
18	1817	N322DL	SAT	130	873
19	1061	N237WA	SAT	126	873
19	1197	N907DL	SAT	132	873
19	1817	N321DL	SAT	135	873
19	1028	N317DL	SAT	145	873
19	620	N317DL	SAT	146	873
20	1015	N912DE	SAT	118	873
20	1028	N329DL	SAT	120	873
20	1061	N321DL	SAT	123	873
20	1817	N244WA	SAT	124	873
20	620	N311DL	SAT	125	873
20	1495	N239WA	SAT	127	873
20	1197	N995DL	SAT	132	873
21	1028	N302DL	SAT	123	873
21	620	N302DL	SAT	124	873
21	1015	N928DL	SAT	125	873
21	1061	N324DL	SAT	125	873
21	1197	N939DL	SAT	125	873
21	1817	N316DL	SAT	126	873
21	1495	N319DL	SAT	131	873
22	620	N380DL	SAT	122	873
22	1495	N307DL	SAT	126	873
22	1817	N330DL	SAT	126	873
22	1061	N382DL	SAT	127	873
22	1197	N920DL	SAT	127	873
22	1015	N949DL	SAT	128	873
22	1028	N380DL	SAT	130	873
23	1197	N982DL	SAT	126	873
23	620	N317DL	SAT	133	873
23	1061	N308DL	SAT	135	873
23	1495	N315DL	SAT	135	873
23	1817	N378DL	SAT	138	873
23	1028	N317DL	SAT	141	873
24	1015	N956DL	SAT	115	873
24	1061	N318DL	SAT	121	873
24	1028	N302DL	SAT	122	873
24	1197	N936DL	SAT	128	873
24	1495	N375DL	SAT	131	873
24	1817	N324DL	SAT	132	873
25	620	N319DL	SAT	121	873
25	1061	N304DL	SAT	121	873
25	1015	N930DL	SAT	123	873
25	1028	N319DL	SAT	124	873
25	1197	N907DE	SAT	124	873
25	1495	N238WA	SAT	129	873
25	1817	N309DL	SAT	137	873
26	1015	N918DE	SAT	119	873
26	1817	N377DL	SAT	123	873
26	1061	N332DL	SAT	124	873
26	1197	N936DL	SAT	125	873
26	1028	N243WA	SAT	128	873
26	620	N243WA	SAT	129	873
26	1495	N326DL	SAT	130	873
27	1061	N311DL	SAT	120	873
27	1817	N310DA	SAT	120	873
27	620	N322DL	SAT	121	873
27	1015	N919DE	SAT	122	873
27	1028	N322DL	SAT	123	873
27	1197	N919DE	SAT	123	873
27	1495	N327DL	SAT	127	873
28	620	N318DL	SAT	118	873
28	1495	N320DL	SAT	120	873
28	1015	N959DL	SAT	122	873
28	1197	N940DL	SAT	122	873
28	1817	N316DL	SAT	122	873
28	1028	N318DL	SAT	126	873
28	1061	N330DL	SAT	129	873
29	1015	N955DL	SAT	119	873
29	1061	N308DL	SAT	119	873
29	620	N379DL	SAT	121	873
29	1197	N994DL	SAT	124	873
29	1817	N325DL	SAT	125	873
29	1495	N314DA	SAT	128	873
29	1028	N379DL	SAT	134	873
30	1028	N304DL	SAT	125	873
30	620	N304DL	SAT	127	873
30	1197	N925DL	SAT	127	873
30	1817	N373DL	SAT	127	873
30	1061	N314DA	SAT	129	873
30	1495	N324DL	SAT	130	873
31	620	N304DL	SAT	125	873
31	1061	N329DL	SAT	126	873
31	1197	N953DL	SAT	127	873
31	1817	N317DL	SAT	127	873
31	1028	N305DL	SAT	129	873
31	1495	N320DL	SAT	131	873
1	648	N973DL	SAV	34	214
1	1295	N908DL	SAV	34	214
1	1871	N913DE	SAV	34	214
1	1901	N635DL	SAV	34	214
1	730	N653DL	SAV	35	214
1	847	N3760C	SAV	35	214
1	1128	N670DN	SAV	35	214
1	1404	N375DA	SAV	36	214
1	824	N3738B	SAV	37	214
2	1901	N658DL	SAV	33	214
2	1128	N601DL	SAV	34	214
2	648	N911DE	SAV	35	214
2	730	N608DA	SAV	35	214
2	1295	N914DE	SAV	35	214
2	1404	N373DA	SAV	38	214
3	1871	N669DN	SAV	33	214
3	1901	N612DL	SAV	33	214
3	648	N943DL	SAV	34	214
3	730	N661DN	SAV	34	214
3	1295	N986DL	SAV	34	214
3	824	N3733Z	SAV	35	214
3	847	N3739	SAV	35	214
3	1404	N379DA	SAV	35	214
3	1128	N634DL	SAV	37	214
4	648	N901DE	SAV	33	214
4	1128	N630DL	SAV	33	214
4	1295	N938DL	SAV	33	214
4	730	N673DL	SAV	34	214
4	824	N3733Z	SAV	34	214
4	847	N3732J	SAV	34	214
4	1404	N3741S	SAV	34	214
4	1901	N667DN	SAV	34	214
4	1871	N675DL	SAV	35	214
5	730	N628DL	SAV	33	214
5	1128	N675DL	SAV	34	214
5	1295	N919DE	SAV	34	214
5	648	N957DL	SAV	35	214
5	824	N3734B	SAV	35	214
5	847	N3734B	SAV	35	214
5	1901	N612DL	SAV	35	214
5	1404	N3750D	SAV	36	214
5	1871	N666DN	SAV	37	214
6	824	N3737C	SAV	33	214
6	1901	N674DL	SAV	33	214
6	648	N979DL	SAV	34	214
6	847	N3734B	SAV	34	214
6	1128	N605DL	SAV	34	214
6	1295	N913DL	SAV	34	214
6	1404	N386DA	SAV	34	214
6	1871	N602DL	SAV	34	214
6	730	N625DL	SAV	35	214
7	730	N663DN	SAV	34	214
7	824	N3738B	SAV	34	214
7	1295	N908DE	SAV	34	214
7	1871	N631DL	SAV	34	214
7	648	N993DL	SAV	35	214
7	847	N3731T	SAV	35	214
7	1901	N641DL	SAV	35	214
7	1404	N3765	SAV	36	214
7	1128	N689DL	SAV	37	214
8	648	N970DL	SAV	36	214
8	1295	N917DE	SAV	36	214
8	730	N611DL	SAV	37	214
8	824	N399DA	SAV	37	214
8	1404	N3748Y	SAV	37	214
8	1871	N949DL	SAV	37	214
8	1901	N625DL	SAV	37	214
8	847	N3738B	SAV	38	214
8	1128	N900PC	SAV	38	214
9	648	N901DL	SAV	35	214
9	1295	N925DL	SAV	35	214
9	730	N610DL	SAV	36	214
9	1404	N392DA	SAV	36	214
9	1901	N658DL	SAV	36	214
9	1128	N627DL	SAV	37	214
10	1295	N973DL	SAV	35	214
10	648	N978DL	SAV	36	214
10	1901	N627DL	SAV	36	214
10	824	N3734B	SAV	37	214
10	1404	N3749D	SAV	37	214
10	1871	N660DL	SAV	37	214
10	730	N614DL	SAV	38	214
10	847	N3733Z	SAV	38	214
10	1128	N666DN	SAV	38	214
11	730	N690DL	SAV	34	214
11	1128	N642DL	SAV	34	214
11	1295	N931DL	SAV	34	214
11	1871	N900PC	SAV	34	214
11	1901	N631DL	SAV	34	214
11	648	N916DE	SAV	35	214
11	824	N3735D	SAV	35	214
11	847	N3733Z	SAV	35	214
11	1404	N392DA	SAV	37	214
12	648	N967DL	SAV	34	214
12	847	N3739	SAV	34	214
12	1128	N900PC	SAV	34	214
12	1295	N957DL	SAV	34	214
12	1871	N687DL	SAV	34	214
12	730	N605DL	SAV	35	214
12	824	N396DA	SAV	35	214
12	1404	N378DA	SAV	36	214
12	1901	N646DL	SAV	36	214
13	1404	N3769L	SAV	33	214
13	648	N904DL	SAV	34	214
13	730	N657DL	SAV	34	214
13	1128	N687DL	SAV	34	214
13	847	N3736C	SAV	35	214
13	1871	N671DN	SAV	36	214
13	824	N3733Z	SAV	37	214
13	1901	N615DL	SAV	38	214
13	1295	N910DE	SAV	40	214
14	1871	N687DL	SAV	33	214
14	1295	N978DL	SAV	35	214
14	648	N964DL	SAV	38	214
14	824	N3734B	SAV	38	214
14	1404	N3750D	SAV	38	214
14	1901	N619DL	SAV	38	214
14	730	N653DL	SAV	39	214
14	1128	N654DL	SAV	39	214
14	847	N3738B	SAV	40	214
15	730	N610DL	SAV	33	214
15	824	N399DA	SAV	34	214
15	1901	N638DL	SAV	34	214
15	847	N398DA	SAV	35	214
15	1871	N924DL	SAV	35	214
15	648	N912DE	SAV	36	214
15	1404	N3752	SAV	40	214
15	1128	N659DL	SAV	42	214
15	1295	N985DL	SAV	49	214
16	648	N913DL	SAV	34	214
16	730	N627DL	SAV	34	214
16	1128	N636DL	SAV	34	214
16	1901	N603DL	SAV	36	214
16	1295	N955DL	SAV	40	214
16	1404	N3745B	SAV	40	214
17	648	N996DL	SAV	32	214
17	847	N398DA	SAV	32	214
17	1871	N661DN	SAV	32	214
17	824	N3733Z	SAV	33	214
17	1128	N680DA	SAV	33	214
17	1295	N974DL	SAV	33	214
17	1404	N384DA	SAV	33	214
17	730	N626DL	SAV	34	214
17	1901	N611DL	SAV	34	214
18	730	N652DL	SAV	34	214
18	824	N601DL	SAV	34	214
18	1128	N626DL	SAV	34	214
18	1871	N625DL	SAV	34	214
18	1901	N622DL	SAV	34	214
18	648	N985DL	SAV	35	214
18	1295	N948DL	SAV	35	214
18	1404	N3745B	SAV	35	214
18	847	N3735D	SAV	36	214
19	730	N667DN	SAV	35	214
19	1871	N683DA	SAV	35	214
19	824	N3738B	SAV	37	214
19	1404	N3751B	SAV	37	214
19	1901	N634DL	SAV	37	214
19	1128	N656DL	SAV	38	214
19	648	N912DL	SAV	39	214
19	847	N386DA	SAV	41	214
20	1128	N617DL	SAV	32	214
20	1295	N919DE	SAV	33	214
20	1404	N3748Y	SAV	33	214
20	824	N396DA	SAV	34	214
20	1871	N661DN	SAV	36	214
20	730	N611DL	SAV	38	214
20	847	N3735D	SAV	38	214
20	648	N924DL	SAV	39	214
20	1901	N690DL	SAV	39	214
21	730	N683DA	SAV	34	214
21	847	N3739	SAV	34	214
21	1295	N978DL	SAV	34	214
21	1404	N3747D	SAV	34	214
21	1871	N634DL	SAV	34	214
21	1901	N646DL	SAV	35	214
21	824	N3738B	SAV	36	214
21	1128	N669DN	SAV	37	214
21	648	N946DL	SAV	39	214
22	730	N627DL	SAV	33	214
22	1295	N959DL	SAV	33	214
22	1901	N677DL	SAV	33	214
22	648	N923DL	SAV	34	214
22	1128	N675DL	SAV	34	214
22	1871	N914DL	SAV	34	214
22	824	N3730B	SAV	35	214
22	847	N399DA	SAV	36	214
22	1404	N3765	SAV	37	214
23	1128	N632DL	SAV	33	214
23	1901	N658DL	SAV	33	214
23	648	N902DE	SAV	34	214
23	1295	N947DL	SAV	34	214
23	730	N654DL	SAV	35	214
23	1404	N3762Y	SAV	35	214
24	1128	N624DL	SAV	33	214
24	1295	N977DL	SAV	33	214
24	1901	N659DL	SAV	33	214
24	648	N939DL	SAV	34	214
24	824	N397DA	SAV	34	214
24	730	N680DA	SAV	35	214
24	847	N37700	SAV	35	214
24	1871	N661DN	SAV	35	214
24	1404	N377DA	SAV	36	214
25	648	N972DL	SAV	34	214
25	1128	N656DL	SAV	35	214
25	1871	N682DA	SAV	35	214
25	1901	N652DL	SAV	35	214
25	730	N641DL	SAV	36	214
25	824	N3737C	SAV	36	214
25	847	N3736C	SAV	36	214
25	1295	N974DL	SAV	38	214
25	1404	N376DA	SAV	43	214
26	730	N654DL	SAV	34	214
26	1128	N601DL	SAV	34	214
26	1404	N3755D	SAV	34	214
26	1871	N658DL	SAV	34	214
26	847	N3739	SAV	35	214
26	1901	N673DL	SAV	35	214
26	824	N398DA	SAV	37	214
26	648	N940DL	SAV	38	214
26	1295	N901DE	SAV	39	214
27	1871	N678DL	SAV	33	214
27	824	N3735D	SAV	34	214
27	1128	N661DN	SAV	34	214
27	730	N683DA	SAV	35	214
27	1901	N602DL	SAV	35	214
27	648	N901DL	SAV	36	214
27	847	N398DA	SAV	36	214
27	1404	N376DA	SAV	39	214
27	1295	N987DL	SAV	40	214
28	730	N689DL	SAV	34	214
28	1128	N617DL	SAV	34	214
28	1871	N669DN	SAV	36	214
28	824	N3732J	SAV	37	214
28	648	N907DL	SAV	38	214
28	847	N391DA	SAV	38	214
28	1404	N3752	SAV	38	214
28	1901	N679DA	SAV	38	214
28	1295	N991DL	SAV	39	214
29	1295	N976DL	SAV	33	214
29	824	N396DA	SAV	34	214
